Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed
558040,2018,12,0,0,0,0,0,0,0
558097,2018,12,7,0,7,3759,375,0,0
558138,2018,12,5,5,10,1520,152,0,0
558248,2018,12,0,0,0,0,0,0,0
558258,2018,12,0,0,0,0,0,0,0
558288,2018,12,2,2,4,660,66,0,0
558451,2018,12,2,0,2,3492,349,0,0
558469,2018,12,0,0,0,0,0,0,0
558511,2018,12,0,0,0,0,0,0,0
558543,2018,12,5,0,5,1105,110,0,0
558598,2018,12,11,9,20,4540,454,0,0
558686,2018,12,0,0,0,0,0,0,0
558854,2018,12,0,0,0,0,0,0,0
558969,2018,12,17,5,22,3894,389,0,0
559005,2018,12,1,0,1,2709,270,0,0
559007,2018,12,0,0,0,0,0,0,0
559016,2018,12,0,0,0,0,0,0,0
559111,2018,12,10,0,10,1030,103,0,0
559124,2018,12,9,5,14,1428,142,0,0
985320,2018,8,0,0,0,0,0,0,0
559233,2018,12,2,0,2,3628,362,0,0
985320,2018,9,0,0,0,0,0,0,0
230763,2018,3,5,2,7,546,58.32,543,44
559304,2018,12,0,0,0,0,0,0,0
559342,2018,12,5,0,5,2120,212,0,0
559362,2018,12,10,0,10,770,77,0,0
559388,2018,12,0,0,0,0,0,0,0
559483,2018,12,0,0,0,0,0,0,0
559519,2018,12,0,0,0,0,0,0,0
559576,2018,12,2,0,2,2204,220,0,0
985320,2018,10,0,0,0,0,0,0,0
559622,2018,12,17,0,17,2244,224,0,0
559657,2018,12,0,0,0,0,0,0,0
559721,2018,12,0,0,0,0,0,0,0
559723,2018,12,0,0,0,0,0,0,0
559726,2018,12,17,7,24,2832,283,0,0
559879,2018,12,0,0,0,0,0,0,0
560024,2018,12,12,0,12,2724,272,0,0
560104,2018,12,14,0,14,3108,310,0,0
560149,2018,12,7,7,14,966,96,0,0
985320,2018,11,0,0,0,0,0,0,0
560505,2018,12,9,3,12,3228,322,0,0
560528,2018,12,0,0,0,0,0,0,0
949829,2017,7,10,9,19,1273,127,496,40
560713,2018,12,17,0,17,2074,207,0,0
560714,2018,12,11,1,12,1272,127,0,0
560936,2018,12,0,0,0,0,0,0,0
560990,2018,12,0,0,0,0,0,0,0
561041,2018,12,0,0,0,0,0,0,0
561053,2018,12,12,2,14,1834,183,0,0
561072,2018,12,9,0,9,3195,319,0,0
724781,2018,7,10,9,19,1273,127,496,40
561107,2018,12,7,0,7,1183,118,0,0
561219,2018,12,0,0,0,0,0,0,0
521252,2017,12,8,7,15,1005,100,431,35
561251,2018,12,0,0,0,0,0,0,0
561284,2018,12,0,0,0,0,0,0,0
561307,2018,12,12,0,12,2700,270,0,0
561321,2018,12,0,0,0,0,0,0,0
561413,2018,12,7,0,7,2702,270,0,0
561481,2018,12,0,0,0,0,0,0,0
561520,2018,12,10,3,13,2782,278,0,0
561570,2018,12,0,0,0,0,0,0,0
561620,2018,12,0,0,0,0,0,0,0
561621,2018,12,15,0,15,1800,180,0,0
561640,2018,12,11,0,11,4147,414,0,0
561654,2018,12,12,0,12,2460,246,0,0
561722,2018,12,0,0,0,0,0,0,0
561801,2018,12,11,0,11,1342,134,0,0
561873,2018,12,15,9,24,2568,256,0,0
561874,2018,12,1,0,1,895,89,0,0
561917,2018,12,5,5,10,3620,362,0,0
561933,2018,12,1,0,1,1763,176,0,0
561961,2018,12,16,0,16,2352,235,0,0
985320,2018,12,0,0,0,0,0,0,0
562084,2018,12,5,0,5,1085,108,0,0
562093,2018,12,0,0,0,0,0,0,0
562234,2018,12,13,6,19,4522,452,0,0
562305,2018,12,0,0,0,0,0,0,0
562324,2018,12,0,0,0,0,0,0,0
562358,2018,12,0,0,0,0,0,0,0
562361,2018,12,8,0,8,2016,201,0,0
562376,2018,12,5,5,10,2400,240,0,0
562404,2018,12,0,0,0,0,0,0,0
562411,2018,12,0,0,0,0,0,0,0
562501,2018,12,0,0,0,0,0,0,0
985427,2017,1,7,0,7,2702,270,0,0
562588,2018,12,0,0,0,0,0,0,0
287591,2018,6,9,8,17,1139,113,483,39
562655,2018,12,0,0,0,0,0,0,0
562661,2018,12,17,1,18,4698,469,0,0
562677,2018,12,0,0,0,0,0,0,0
562703,2018,12,0,0,0,0,0,0,0
562734,2018,12,11,0,11,2211,221,0,0
562737,2018,12,11,0,11,1342,134,0,0
563076,2018,12,0,0,0,0,0,0,0
563086,2018,12,1,0,1,3860,386,0,0
563094,2018,12,5,0,5,2950,295,0,0
563142,2018,12,7,7,14,2772,277,0,0
563188,2018,12,7,3,10,2380,238,0,0
563217,2018,12,0,0,0,0,0,0,0
563386,2018,12,11,2,13,2093,209,0,0
563410,2018,12,0,0,0,0,0,0,0
563428,2018,12,0,0,0,0,0,0,0
563587,2018,12,0,0,0,0,0,0,0
563633,2018,12,1,1,2,2012,201,0,0
563749,2018,12,9,0,9,1125,112,0,0
563774,2018,12,16,3,19,1520,152,0,0
563945,2018,12,0,0,0,0,0,0,0
563977,2018,12,14,9,23,2415,241,0,0
563981,2018,12,9,1,10,2890,289,0,0
564111,2018,12,9,6,15,3870,387,0,0
564114,2018,12,0,0,0,0,0,0,0
564138,2018,12,13,0,13,2639,263,0,0
985427,2017,2,0,0,0,0,0,0,0
564201,2018,12,2,2,4,3096,309,0,0
564305,2018,12,15,0,15,2910,291,0,0
564449,2018,12,1,1,2,548,54,0,0
564650,2018,12,2,2,4,4020,402,0,0
564707,2018,12,8,8,16,1216,121,0,0
564813,2018,12,0,0,0,0,0,0,0
564838,2018,12,6,6,12,1140,114,0,0
564841,2018,12,15,0,15,3045,304,0,0
564882,2018,12,11,9,20,4960,496,0,0
411586,2017,1,6,5,11,737,73,331,27
564959,2018,12,4,0,4,440,44,0,0
564973,2018,12,15,0,15,3840,384,0,0
565008,2018,12,0,0,0,0,0,0,0
565040,2018,12,16,0,16,4080,408,0,0
565041,2018,12,2,0,2,1002,100,0,0
565074,2018,12,0,0,0,0,0,0,0
565133,2018,12,11,9,20,3860,386,0,0
565171,2018,12,10,9,19,1273,127,0,0
565227,2018,12,0,0,0,0,0,0,0
565242,2018,12,7,0,7,3017,301,0,0
565351,2018,12,9,0,9,3582,358,0,0
565452,2018,12,5,3,8,4288,428,0,0
565533,2018,12,0,0,0,0,0,0,0
565602,2018,12,0,0,0,0,0,0,0
565634,2018,12,0,0,0,0,0,0,0
985427,2017,3,0,0,0,0,0,0,0
565710,2018,12,0,0,0,0,0,0,0
565787,2018,12,0,0,0,0,0,0,0
315527,2017,10,6,6,12,804,80,361,29
351389,2018,9,7,6,13,871,87,379,31
565841,2018,12,1,0,1,3124,312,0,0
565876,2018,12,9,0,9,1971,197,0,0
565900,2018,12,15,0,15,2595,259,0,0
565960,2018,12,3,3,6,2592,259,0,0
565991,2018,12,0,0,0,0,0,0,0
566033,2018,12,0,0,0,0,0,0,0
566165,2018,12,0,0,0,0,0,0,0
566182,2018,12,0,0,0,0,0,0,0
566343,2018,12,0,0,0,0,0,0,0
566374,2018,12,4,4,8,3096,309,0,0
566550,2018,12,0,0,0,0,0,0,0
566630,2018,12,11,0,11,3696,369,0,0
566640,2018,12,0,0,0,0,0,0,0
566663,2018,12,0,0,0,0,0,0,0
566696,2018,12,1,0,1,1364,136,0,0
985427,2017,4,0,0,0,0,0,0,0
566737,2018,12,5,0,5,2050,205,0,0
566767,2018,12,4,0,4,3560,356,0,0
566802,2018,12,0,0,0,0,0,0,0
566808,2018,12,3,0,3,3393,339,0,0
566851,2018,12,14,0,14,994,99,0,0
566951,2018,12,0,0,0,0,0,0,0
566957,2018,12,2,0,2,2264,226,0,0
606989,2018,4,12,5,17,1156,143.75,540,44
566991,2018,12,0,0,0,0,0,0,0
567048,2018,12,13,4,17,3094,309,0,0
567070,2018,12,17,0,17,2873,287,0,0
567082,2018,12,0,0,0,0,0,0,0
567151,2018,12,0,0,0,0,0,0,0
567210,2018,12,0,0,0,0,0,0,0
567219,2018,12,0,0,0,0,0,0,0
567227,2018,12,0,0,0,0,0,0,0
567256,2018,12,0,0,0,0,0,0,0
567261,2018,12,0,0,0,0,0,0,0
567319,2018,12,0,0,0,0,0,0,0
567412,2018,12,4,4,8,2640,264,0,0
567420,2018,12,0,0,0,0,0,0,0
567571,2018,12,8,2,10,3140,314,0,0
567670,2018,12,0,0,0,0,0,0,0
567805,2018,12,11,5,16,2688,268,0,0
567865,2018,12,0,0,0,0,0,0,0
567875,2018,12,6,0,6,3324,332,0,0
568111,2018,12,12,8,20,2820,282,0,0
568171,2018,12,4,4,8,1392,139,0,0
568172,2018,12,1,0,1,3853,385,0,0
568205,2018,12,11,0,11,3245,324,0,0
568286,2018,12,5,0,5,435,43,0,0
568329,2018,12,1,0,1,867,86,0,0
793549,2018,4,12,5,17,1156,172.5,540,44
568484,2018,12,7,7,14,3584,358,0,0
568525,2018,12,11,5,16,1360,136,0,0
568547,2018,12,0,0,0,0,0,0,0
568594,2018,12,0,0,0,0,0,0,0
568667,2018,12,0,0,0,0,0,0,0
568678,2018,12,0,0,0,0,0,0,0
568681,2018,12,0,0,0,0,0,0,0
568712,2018,12,7,0,7,553,55,0,0
537907,2018,7,20,8,28,1848,184,609,49
568769,2018,12,2,0,2,1524,152,0,0
568786,2018,12,17,0,17,2839,283,0,0
568798,2018,12,5,0,5,475,47,0,0
568814,2018,12,5,4,9,4266,426,0,0
568870,2018,12,16,0,16,3296,329,0,0
568880,2018,12,12,0,12,852,85,0,0
568953,2018,12,11,0,11,1925,192,0,0
985427,2017,5,0,0,0,0,0,0,0
569236,2018,12,6,6,12,2424,242,0,0
569313,2018,12,0,0,0,0,0,0,0
569315,2018,12,5,0,5,410,41,0,0
569319,2018,12,0,0,0,0,0,0,0
569347,2018,12,13,0,13,1885,188,0,0
569369,2018,12,5,5,10,2610,261,0,0
569603,2018,12,13,3,16,2752,275,0,0
569677,2018,12,6,0,6,3318,331,0,0
569720,2018,12,6,0,6,3210,321,0,0
985427,2017,6,0,0,0,0,0,0,0
569846,2018,12,0,0,0,0,0,0,0
569880,2018,12,17,3,20,4280,428,0,0
807553,2018,2,11,4,15,1020,110.16,483,39
569972,2018,12,16,1,17,4896,489,0,0
570116,2018,12,0,0,0,0,0,0,0
570299,2018,12,11,3,14,1890,189,0,0
570318,2018,12,16,0,16,3904,390,0,0
570406,2018,12,1,1,2,2678,267,0,0
570469,2018,12,3,1,4,488,48,0,0
570531,2018,12,0,0,0,0,0,0,0
570600,2018,12,0,0,0,0,0,0,0
570637,2018,12,5,4,9,2439,243,0,0
570668,2018,12,0,0,0,0,0,0,0
570683,2018,12,12,3,15,4665,466,0,0
570784,2018,12,0,0,0,0,0,0,0
570796,2018,12,0,0,0,0,0,0,0
570806,2018,12,0,0,0,0,0,0,0
570920,2018,12,0,0,0,0,0,0,0
570971,2018,12,4,0,4,3200,320,0,0
571017,2018,12,10,0,10,3460,346,0,0
571123,2018,12,0,0,0,0,0,0,0
571163,2018,12,5,0,5,4040,404,0,0
571169,2018,12,16,0,16,4112,411,0,0
571180,2018,12,0,0,0,0,0,0,0
571215,2018,12,2,2,4,2192,219,0,0
571239,2018,12,0,0,0,0,0,0,0
571340,2018,12,1,0,1,996,99,0,0
571406,2018,12,0,0,0,0,0,0,0
571409,2018,12,14,6,20,1280,128,0,0
571479,2018,12,0,0,0,0,0,0,0
571498,2018,12,0,0,0,0,0,0,0
571603,2018,12,6,0,6,438,43,0,0
571643,2018,12,15,8,23,2438,243,0,0
571670,2018,12,10,0,10,4330,433,0,0
571760,2018,12,0,0,0,0,0,0,0
571845,2018,12,0,0,0,0,0,0,0
571942,2018,12,11,0,11,924,92,0,0
571964,2018,12,11,5,16,2848,284,0,0
571970,2018,12,3,3,6,3720,372,0,0
571992,2018,12,7,7,14,1890,189,0,0
572015,2018,12,8,0,8,1560,156,0,0
572045,2018,12,14,0,14,966,96,0,0
572062,2018,12,0,0,0,0,0,0,0
572066,2018,12,11,0,11,4004,400,0,0
572073,2018,12,8,0,8,600,60,0,0
572094,2018,12,0,0,0,0,0,0,0
572263,2018,12,13,9,22,3146,314,0,0
572265,2018,12,10,6,16,4000,400,0,0
572282,2018,12,11,0,11,1958,195,0,0
572345,2018,12,0,0,0,0,0,0,0
572410,2018,12,16,0,16,1584,158,0,0
572448,2018,12,11,0,11,3003,300,0,0
572463,2018,12,0,0,0,0,0,0,0
572505,2018,12,0,0,0,0,0,0,0
572547,2018,12,4,1,5,3745,374,0,0
572647,2018,12,0,0,0,0,0,0,0
572663,2018,12,13,9,22,4576,457,0,0
572668,2018,12,4,0,4,2976,297,0,0
572768,2018,12,10,8,18,3978,397,0,0
572811,2018,12,0,0,0,0,0,0,0
985427,2017,7,0,0,0,0,0,0,0
985427,2017,8,0,0,0,0,0,0,0
572890,2018,12,11,8,19,3553,355,0,0
572927,2018,12,0,0,0,0,0,0,0
394812,2017,10,13,5,18,1188,118,439,36
573217,2018,12,11,0,11,1012,101,0,0
573290,2018,12,3,3,6,1614,161,0,0
573332,2018,12,0,0,0,0,0,0,0
573344,2018,12,0,0,0,0,0,0,0
573347,2018,12,0,0,0,0,0,0,0
573446,2018,12,11,7,18,2358,235,0,0
531841,2017,2,12,4,16,1056,105,390,32
573458,2018,12,2,1,3,2343,234,0,0
573475,2018,12,0,0,0,0,0,0,0
573505,2018,12,5,1,6,1692,169,0,0
573649,2018,12,15,0,15,2010,201,0,0
573661,2018,12,4,0,4,2888,288,0,0
573681,2018,12,10,0,10,710,71,0,0
573830,2018,12,15,0,15,1980,198,0,0
569313,2018,9,14,5,19,1254,125,461,37
573954,2018,12,0,0,0,0,0,0,0
573964,2018,12,12,0,12,2868,286,0,0
573972,2018,12,9,5,14,2618,261,0,0
985427,2017,9,0,0,0,0,0,0,0
573995,2018,12,14,0,14,1960,196,0,0
574005,2018,12,16,1,17,4420,442,0,0
574081,2018,12,1,0,1,2060,206,0,0
574163,2018,12,0,0,0,0,0,0,0
574302,2018,12,9,0,9,3618,361,0,0
574330,2018,12,12,7,19,2451,245,0,0
574391,2018,12,10,0,10,3660,366,0,0
574492,2018,12,0,0,0,0,0,0,0
659251,2017,3,15,6,21,1386,138,494,40
574542,2018,12,0,0,0,0,0,0,0
574560,2018,12,0,0,0,0,0,0,0
574613,2018,12,0,0,0,0,0,0,0
574627,2018,12,0,0,0,0,0,0,0
574640,2018,12,0,0,0,0,0,0,0
574674,2018,12,0,0,0,0,0,0,0
574688,2018,12,0,0,0,0,0,0,0
574723,2018,12,11,0,11,3685,368,0,0
574726,2018,12,0,0,0,0,0,0,0
574745,2018,12,0,0,0,0,0,0,0
574771,2018,12,11,0,11,2673,267,0,0
574835,2018,12,5,4,9,2430,243,0,0
574899,2018,12,1,1,2,2766,276,0,0
574930,2018,12,0,0,0,0,0,0,0
985427,2017,10,0,0,0,0,0,0,0
575030,2018,12,15,0,15,2715,271,0,0
575070,2018,12,0,0,0,0,0,0,0
575089,2018,12,0,0,0,0,0,0,0
575123,2018,12,12,3,15,4260,426,0,0
575145,2018,12,0,0,0,0,0,0,0
575147,2018,12,0,0,0,0,0,0,0
985427,2017,11,0,0,0,0,0,0,0
575411,2018,12,0,0,0,0,0,0,0
575434,2018,12,0,0,0,0,0,0,0
575487,2018,12,12,4,16,1296,129,0,0
575571,2018,12,0,0,0,0,0,0,0
575573,2018,12,12,0,12,3696,369,0,0
575574,2018,12,9,7,16,3504,350,0,0
575612,2018,12,0,0,0,0,0,0,0
575818,2018,12,0,0,0,0,0,0,0
575821,2018,12,11,0,11,2761,276,0,0
578020,2017,12,17,6,23,1518,151,527,43
575844,2018,12,5,2,7,728,72,0,0
575849,2018,12,15,8,23,3818,381,0,0
575948,2018,12,5,2,7,700,70,0,0
576051,2018,12,0,0,0,0,0,0,0
576057,2018,12,0,0,0,0,0,0,0
576071,2018,12,13,8,21,3927,392,0,0
576074,2018,12,12,5,17,2941,294,0,0
576110,2018,12,11,0,11,2035,203,0,0
576176,2018,12,0,0,0,0,0,0,0
576184,2018,12,11,0,11,3080,308,0,0
576217,2018,12,6,5,11,2035,203,0,0
576294,2018,12,14,7,21,2709,270,0,0
576345,2018,12,7,0,7,2688,268,0,0
576354,2018,12,0,0,0,0,0,0,0
576363,2018,12,3,3,6,1194,119,0,0
576498,2018,12,0,0,0,0,0,0,0
576576,2018,12,0,0,0,0,0,0,0
576587,2018,12,5,1,6,2538,253,0,0
576654,2018,12,0,0,0,0,0,0,0
985427,2017,12,0,0,0,0,0,0,0
576690,2018,12,0,0,0,0,0,0,0
576692,2018,12,11,0,11,1111,111,0,0
576716,2018,12,3,0,3,1581,158,0,0
576736,2018,12,3,0,3,2856,285,0,0
576871,2018,12,0,0,0,0,0,0,0
576878,2018,12,16,0,16,4720,472,0,0
576911,2018,12,0,0,0,0,0,0,0
576936,2018,12,4,4,8,784,78,0,0
576947,2018,12,0,0,0,0,0,0,0
577124,2018,12,0,0,0,0,0,0,0
577151,2018,12,9,7,16,1808,180,0,0
577156,2018,12,0,0,0,0,0,0,0
577195,2018,12,0,0,0,0,0,0,0
577232,2018,12,0,0,0,0,0,0,0
577232,2018,12,0,0,0,0,0,0,0
577265,2018,12,0,0,0,0,0,0,0
577278,2018,12,0,0,0,0,0,0,0
182272,2018,2,5,4,9,612,76.25,322,26
577360,2018,12,0,0,0,0,0,0,0
985427,2018,1,0,0,0,0,0,0,0
577386,2018,12,12,1,13,2665,266,0,0
577398,2018,12,1,1,2,1200,120,0,0
577405,2018,12,6,6,12,3384,338,0,0
577467,2018,12,6,0,6,2220,222,0,0
577501,2018,12,9,5,14,2688,268,0,0
577535,2018,12,11,0,11,1980,198,0,0
577726,2018,12,14,0,14,3122,312,0,0
577795,2018,12,0,0,0,0,0,0,0
577844,2018,12,5,2,7,1743,174,0,0
577860,2018,12,0,0,0,0,0,0,0
985427,2018,2,0,0,0,0,0,0,0
985427,2018,3,0,0,0,0,0,0,0
577998,2018,12,0,0,0,0,0,0,0
578013,2018,12,11,0,11,3201,320,0,0
578020,2018,12,1,1,2,2046,204,0,0
578114,2018,12,1,0,1,971,97,0,0
578167,2018,12,0,0,0,0,0,0,0
578203,2018,12,4,4,8,2280,228,0,0
985427,2018,4,0,0,0,0,0,0,0
578688,2018,12,6,0,6,1836,183,0,0
578751,2018,12,0,0,0,0,0,0,0
985427,2018,5,0,0,0,0,0,0,0
578811,2018,12,0,0,0,0,0,0,0
578837,2018,12,0,0,0,0,0,0,0
578944,2018,12,9,0,9,3843,384,0,0
578998,2018,12,3,0,3,777,77,0,0
579005,2018,12,7,0,7,532,53,0,0
579015,2018,12,12,0,12,840,84,0,0
579034,2018,12,9,0,9,1035,103,0,0
579093,2018,12,5,5,10,1690,169,0,0
579245,2018,12,0,0,0,0,0,0,0
579283,2018,12,0,0,0,0,0,0,0
579318,2018,12,2,0,2,2578,257,0,0
579322,2018,12,7,7,14,3430,343,0,0
957413,2017,7,9,6,15,1080,108,755,61
579424,2018,12,11,0,11,2871,287,0,0
579438,2018,12,6,0,6,2394,239,0,0
579581,2018,12,0,0,0,0,0,0,0
579584,2018,12,0,0,0,0,0,0,0
985427,2018,6,0,0,0,0,0,0,0
579710,2018,12,10,0,10,1790,179,0,0
579726,2018,12,10,0,10,2930,293,0,0
985427,2018,7,0,0,0,0,0,0,0
579847,2018,12,2,0,2,2412,241,0,0
579883,2018,12,12,9,21,3402,340,0,0
579890,2018,12,7,0,7,1008,100,0,0
579931,2018,12,5,2,7,931,93,0,0
579943,2018,12,15,9,24,2904,290,0,0
603531,2017,2,5,3,8,584,58,477,39
985427,2018,8,0,0,0,0,0,0,0
580159,2018,12,4,0,4,1224,122,0,0
580169,2018,12,8,0,8,2504,250,0,0
580201,2018,12,4,0,4,3424,342,0,0
580212,2018,12,5,0,5,960,96,0,0
580324,2018,12,0,0,0,0,0,0,0
580341,2018,12,8,1,9,1719,171,0,0
580356,2018,12,0,0,0,0,0,0,0
580472,2018,12,0,0,0,0,0,0,0
580493,2018,12,15,8,23,3036,303,0,0
580500,2018,12,15,7,22,3454,345,0,0
580508,2018,12,16,5,21,2352,235,0,0
580554,2018,12,11,7,18,3816,381,0,0
432493,2018,8,8,5,13,949,94,685,55
580592,2018,12,0,0,0,0,0,0,0
580628,2018,12,0,0,0,0,0,0,0
679609,2018,10,6,4,10,720,72,539,44
580979,2018,12,0,0,0,0,0,0,0
581007,2018,12,6,0,6,3768,376,0,0
581079,2018,12,13,0,13,3965,396,0,0
581260,2018,12,0,0,0,0,0,0,0
581294,2018,12,0,0,0,0,0,0,0
581380,2018,12,0,0,0,0,0,0,0
581396,2018,12,0,0,0,0,0,0,0
581419,2018,12,0,0,0,0,0,0,0
581427,2018,12,11,0,11,4202,420,0,0
581481,2018,12,7,0,7,3269,326,0,0
581513,2018,12,15,7,22,4862,486,0,0
581531,2018,12,0,0,0,0,0,0,0
581533,2018,12,5,5,10,1220,122,0,0
887228,2017,6,8,5,13,949,94,734,59
581651,2018,12,3,0,3,2259,225,0,0
581661,2018,12,0,0,0,0,0,0,0
581668,2018,12,0,0,0,0,0,0,0
581682,2018,12,1,1,2,1390,139,0,0
581712,2018,12,13,0,13,3445,344,0,0
581913,2018,12,9,8,17,2567,256,0,0
581999,2018,12,0,0,0,0,0,0,0
582066,2018,12,5,5,10,2980,298,0,0
582067,2018,12,6,0,6,3714,371,0,0
582097,2018,12,0,0,0,0,0,0,0
582166,2018,12,0,0,0,0,0,0,0
582244,2018,12,0,0,0,0,0,0,0
582256,2018,12,0,0,0,0,0,0,0
582257,2018,12,5,0,5,1720,172,0,0
582364,2018,12,0,0,0,0,0,0,0
985427,2018,9,0,0,0,0,0,0,0
985427,2018,10,0,0,0,0,0,0,0
582493,2018,12,2,0,2,2872,287,0,0
582493,2018,12,0,0,0,0,0,0,0
582646,2018,12,0,0,0,0,0,0,0
582674,2018,12,15,0,15,1050,105,0,0
582690,2018,12,6,0,6,2442,244,0,0
582843,2018,12,11,0,11,2013,201,0,0
582861,2018,12,6,0,6,558,55,0,0
582874,2018,12,0,0,0,0,0,0,0
582883,2018,12,11,6,17,4029,402,0,0
582929,2018,12,17,5,22,2398,239,0,0
582930,2018,12,7,0,7,3773,377,0,0
985427,2018,11,0,0,0,0,0,0,0
583003,2018,12,0,0,0,0,0,0,0
583005,2018,12,3,3,6,3042,304,0,0
583165,2018,12,0,0,0,0,0,0,0
985427,2018,12,0,0,0,0,0,0,0
985765,2017,7,12,10,22,5896,589,445,36
583227,2018,12,0,0,0,0,0,0,0
583252,2018,12,2,2,4,3284,328,0,0
583271,2018,12,0,0,0,0,0,0,0
583272,2018,12,12,7,19,2128,212,0,0
583327,2018,12,6,0,6,2922,292,0,0
583415,2018,12,7,0,7,3381,338,0,0
583513,2018,12,6,2,8,3904,390,0,0
583539,2018,12,0,0,0,0,0,0,0
583565,2018,12,6,0,6,804,80,0,0
583601,2018,12,8,6,14,3780,378,0,0
194786,2018,6,8,5,13,949,94,734,59
583648,2018,12,7,4,11,4323,432,0,0
583670,2018,12,0,0,0,0,0,0,0
583718,2018,12,7,1,8,3520,352,0,0
328198,2018,12,7,5,12,876,87,650,52
583788,2018,12,0,0,0,0,0,0,0
584017,2018,12,8,0,8,1456,145,0,0
584173,2018,12,0,0,0,0,0,0,0
584285,2018,12,0,0,0,0,0,0,0
584377,2018,12,15,0,15,1275,127,0,0
584405,2018,12,10,0,10,1250,125,0,0
584426,2018,12,0,0,0,0,0,0,0
584458,2018,12,5,0,5,3810,381,0,0
584463,2018,12,12,4,16,1296,129,0,0
584536,2018,12,0,0,0,0,0,0,0
584537,2018,12,6,6,12,2880,288,0,0
284889,2018,4,12,4,16,1072,133.75,434,35
584727,2018,12,0,0,0,0,0,0,0
584737,2018,12,7,0,7,3353,335,0,0
584782,2018,12,8,2,10,4180,418,0,0
316793,2018,2,11,3,14,938,100.44,390,32
584796,2018,12,9,0,9,3942,394,0,0
584833,2018,12,16,0,16,1520,152,0,0
584833,2018,12,3,0,3,699,69,0,0
584845,2018,12,16,3,19,2432,243,0,0
584880,2018,12,1,0,1,771,77,0,0
249224,2018,7,5,5,10,720,72,529,43
585066,2018,12,0,0,0,0,0,0,0
585082,2018,12,0,0,0,0,0,0,0
585162,2018,12,0,0,0,0,0,0,0
585271,2018,12,17,8,25,3725,372,0,0
585275,2018,12,10,0,10,4200,420,0,0
985765,2017,1,10,0,10,2940,294,0,0
344199,2017,4,3,3,6,444,44,379,31
585357,2018,12,0,0,0,0,0,0,0
585377,2018,12,1,1,2,1540,154,0,0
903534,2017,10,3,3,6,444,44,384,31
585420,2018,12,16,7,23,2001,200,0,0
585495,2018,12,0,0,0,0,0,0,0
585509,2018,12,14,0,14,3738,373,0,0
585629,2018,12,0,0,0,0,0,0,0
585642,2018,12,11,0,11,1749,174,0,0
585756,2018,12,0,0,0,0,0,0,0
585756,2018,12,0,0,0,0,0,0,0
547699,2018,10,3,3,6,444,44,384,31
585793,2018,12,12,5,17,2686,268,0,0
585850,2018,12,1,0,1,2385,238,0,0
585853,2018,12,5,5,10,2170,217,0,0
585854,2018,12,0,0,0,0,0,0,0
585947,2018,12,16,5,21,3528,352,0,0
585975,2018,12,0,0,0,0,0,0,0
585976,2018,12,17,0,17,1700,170,0,0
585978,2018,12,7,0,7,3598,359,0,0
586056,2018,12,9,1,10,870,87,0,0
586076,2018,12,0,0,0,0,0,0,0
586100,2018,12,4,0,4,288,28,0,0
586164,2018,12,0,0,0,0,0,0,0
586191,2018,12,1,0,1,3625,362,0,0
586199,2018,12,4,0,4,3456,345,0,0
345841,2017,8,4,4,8,592,59,482,39
586401,2018,12,8,4,12,4380,438,0,0
586446,2018,12,3,0,3,3309,330,0,0
586542,2018,12,14,0,14,1750,175,0,0
586686,2018,12,11,0,11,2728,272,0,0
586711,2018,12,7,0,7,1638,163,0,0
586734,2018,12,0,0,0,0,0,0,0
582874,2018,8,4,4,8,592,59,482,39
586870,2018,12,12,0,12,4296,429,0,0
586891,2018,12,6,2,8,1848,184,0,0
586944,2018,12,3,0,3,1008,100,0,0
985765,2017,3,5,0,5,3110,311,0,0
587196,2018,12,0,0,0,0,0,0,0
587284,2018,12,0,0,0,0,0,0,0
587378,2018,12,0,0,0,0,0,0,0
587420,2018,12,0,0,0,0,0,0,0
587480,2018,12,5,0,5,2875,287,0,0
587543,2018,12,4,0,4,868,86,0,0
587591,2018,12,0,0,0,0,0,0,0
587619,2018,12,17,8,25,3800,380,0,0
113220,2017,6,4,4,8,592,59,515,42
515822,2018,5,3,3,6,456,45,431,35
587769,2018,12,0,0,0,0,0,0,0
587800,2018,12,5,0,5,1395,139,0,0
587867,2018,12,0,0,0,0,0,0,0
588015,2018,12,11,0,11,2112,211,0,0
588095,2018,12,6,6,12,1308,130,0,0
588220,2018,12,11,5,16,2720,272,0,0
588237,2018,12,0,0,0,0,0,0,0
985765,2017,4,9,4,13,2743,274,0,0
588445,2018,12,5,2,7,3465,346,0,0
588516,2018,12,9,0,9,2340,234,0,0
771035,2018,12,10,3,13,910,91,567,46
588789,2018,12,0,0,0,0,0,0,0
588864,2018,12,7,0,7,2807,280,0,0
588917,2018,12,7,0,7,3157,315,0,0
985765,2017,5,11,0,11,4026,402,0,0
588980,2018,12,0,0,0,0,0,0,0
588993,2018,12,5,0,5,2605,260,0,0
985765,2017,6,9,5,14,3304,330,0,0
589101,2018,12,14,0,14,2576,257,0,0
589394,2018,12,0,0,0,0,0,0,0
589427,2018,12,15,0,15,4110,411,0,0
985765,2017,8,11,3,14,4662,466,0,0
589466,2018,12,4,3,7,1449,144,0,0
589580,2018,12,2,0,2,3410,341,0,0
589745,2018,12,7,0,7,1498,149,0,0
589765,2018,12,0,0,0,0,0,0,0
589795,2018,12,17,0,17,2907,290,0,0
